Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name
S26668700058,07/09/2015,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,"136 1ST ST
WEST DES MOINES 50265
(41.570743, -93.703344)",77,Polk,1031200,VODKA FLAVORED
S19545100004,06/16/2014,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,"1504 PARK AVE
MUSCATINE 52761
(41.442458, -91.030569)",70,Muscatine,1031080,VODKA 80 PROOF
S14846000014,10/01/2013,4489,Casey's General Store #2763 / Cedar,641 EDGEWOOD RD NW,CEDAR RAPIDS,52405,"641 EDGEWOOD RD NW
CEDAR RAPIDS 52405
(41.979772, -91.715925)",57,Linn,1051010,AMERICAN GRAPE BRANDIES
S21769400014,10/14/2014,2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,"900 E WASHINGTON
CLARINDA 51632
(40.739238, -95.02756)",73,Page,1081305,APPLE SCHNAPPS
S26919400055,07/22/2015,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
",48,Iowa,1032080,IMPORTED VODKA
S22463000145,11/19/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)",31,Dubuque,1031200,VODKA FLAVORED
S10622000024,02/14/2013,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,"3601 29TH AVE SW
CEDAR RAPIDS 52404
(41.949215, -91.718042)",57,Linn,1031080,VODKA 80 PROOF
S23255600012,01/07/2015,4705,Walgreens #05977 / Coralville,102 SECOND ST,CORALVILLE,52241,"102 SECOND ST
CORALVILLE 52241
(41.669266, -91.566343)",52,Johnson,1011100,BLENDED WHISKIES
S13727900013,08/06/2013,4337,Grand Falls Casino Resort,1415 GRAND FALLS BLVD,LARCHWOOD,51241,"1415 GRAND FALLS BLVD
LARCHWOOD 51241
",60,Lyon,1032080,IMPORTED VODKA
S26770700004,07/16/2015,2836,CVS Pharmacy #8546 / Waterloo,205 FRANKLIN ST,WATERLOO,50703,"205 FRANKLIN ST
WATERLOO 50703
(42.503373, -92.337304)",7,Black Hawk,1022100,TEQUILA
S25097300008,04/15/2015,4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,"306 HWY 69 SOUTH
FOREST CITY 50436
(43.261793, -93.63325)",95,Winnebago,1011200,STRAIGHT BOURBON WHISKIES
S06687700025,07/19/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1022100,TEQUILA
S23181300024,12/26/2014,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92,Washington,1071100,AMERICAN COCKTAILS
S14858900035,09/30/2013,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,"1101 ARMY POST RD
DES MOINES 50315
(41.526509, -93.628356)",77,Polk,1022100,TEQUILA
S09936900009,01/09/2013,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)",77,Polk,1081300,PEPPERMINT SCHNAPPS
S20763800029,08/20/2014,5010,Sac City Food Pride,106 S 16TH ST,SAC CITY,50583,"106 S 16TH ST
SAC CITY 50583
(42.422404, -95.002637)",81,Sac,1042100,IMPORTED DRY GINS
S23056400067,12/19/2014,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49,Jackson,1051120,CHERRY BRANDIES
S18973900054,05/15/2014,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",7,Black Hawk,1031080,VODKA 80 PROOF
S12662000008,06/10/2013,4676,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,"711 GORDON DR
SIOUX CITY 51101
(42.489817, -96.401114)",97,Woodbury,1031080,VODKA 80 PROOF
S11360000053,04/01/2013,4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,"1923 5TH AVE S
FORT DODGE 50501
(42.501162, -94.171822)",94,Webster,1031200,VODKA FLAVORED
S08982800159,11/16/2012,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES
S27349300151,08/17/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1012100,CANADIAN WHISKIES
S15979000005,11/26/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57,Linn,1011300,TENNESSEE WHISKIES
S13356500033,07/15/2013,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S13241100020,07/09/2013,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336404, -94.014003)",61,Madison,1031080,VODKA 80 PROOF
S12714100030,06/11/2013,4258,Fareway Stores #009 / Burlington,920 LAWRENCE DR,BURLINGTON,52601,"920 LAWRENCE DR
BURLINGTON 52601
(40.800016, -91.140023)",29,Des Moines,1051110,BLACKBERRY BRANDIES
S27921200094,09/16/2015,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77,Polk,1031200,VODKA FLAVORED
S18541900027,04/22/2014,4117,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71 UNIT 4,ARNOLDS PARK,51331,"612 S HIGHWAY 71 UNIT 4
ARNOLDS PARK 51331
(43.360706, -95.141004)",30,Dickinson,1062310,SPICED RUM
S18876900008,05/12/2014,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"1030 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.035159, -91.649625)",57,Linn,1031080,VODKA 80 PROOF
S28018100055,09/22/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1042100,IMPORTED DRY GINS
S18778600043,05/05/2014,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,"3221 SE 14TH ST
DES MOINES 50315
(41.553941, -93.596756)",77,Polk,1062310,SPICED RUM
S03980400034,02/08/2012,2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,"1989 PARK ST
SHELDON 51201
(43.186038, -95.831721)",71,O'Brien,1012100,CANADIAN WHISKIES
S20828800013,08/25/2014,4972,Quillins Quality Foods Monona,808 S MAIN ST,MONONA,52159,"808 S MAIN ST
MONONA 52159
(43.044875, -91.389805)",22,Clayton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S19348900006,06/04/2014,4182,Fareway Stores #008 / Dyersville,1207  12TH AVE SE,DYERSVILLE,52040,"1207 12TH AVE SE
DYERSVILLE 52040
(42.475277, -91.11191)",31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S20253700012,07/22/2014,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S16675200017,01/07/2014,4311,Fareway Stores #508 / Fort Dodge,1231  1ST AVE S,FORT DODGE,50501,"1231 1ST AVE S
FORT DODGE 50501
(42.505112, -94.181826)",94,Webster,1081390,IMPORTED SCHNAPPS
S15428100066,10/30/2013,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)",37,Greene,1062310,SPICED RUM
S12192000041,05/14/2013,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,"3200 MANAWA DR
COUNCIL BLUFFS 51503
",78,Pottawattamie,1062310,SPICED RUM
S25042400112,04/14/2015,5133,Don's Food Center,"102, ALBANY AVE NE",ORANGE CITY,51041,"102, ALBANY AVE NE
ORANGE CITY 51041
(43.00638, -96.056723)",84,Sioux,1011200,STRAIGHT BOURBON WHISKIES
S24196600001,02/24/2015,4899,Graettinger Market,"124, W ROBINS ST",GRAETTINGER,51342,"124, W ROBINS ST
GRAETTINGER 51342
(43.237664, -94.750936)",74,Palo Alto,1031080,VODKA 80 PROOF
S07929400010,09/25/2012,4318,Fareway Stores #841 / Red Oak,811 BROADWAY,RED OAK,51566,"811 BROADWAY
RED OAK 51566
(41.012235, -95.232712)",69,Montgomery,1012100,CANADIAN WHISKIES
S14667700042,09/19/2013,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,"2715 SOUTH 25TH ST
CLINTON 52732
(41.818874, -90.245005)",23,Clinton,1071100,AMERICAN COCKTAILS
S18557900037,04/22/2014,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,"1101 ARMY POST RD
DES MOINES 50315
(41.526509, -93.628356)",77,Polk,1022100,TEQUILA
S20480800009,08/05/2014,4538,K & S Grocery,402 NORTH MAIN ST,CLARKSVILLE,50619,"402 NORTH MAIN ST
CLARKSVILLE 50619
(42.787434, -92.667833)",12,Butler,1022100,TEQUILA
S28015900070,09/21/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1012300,IRISH WHISKIES
S07455500074,08/30/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1031080,VODKA 80 PROOF
S24707800003,03/25/2015,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1012210,SINGLE MALT SCOTCH
S04196400096,02/21/2012,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)",31,Dubuque,1032080,IMPORTED VODKA
S06963100024,08/07/2012,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,"2715 SOUTH 25TH ST
CLINTON 52732
(41.818874, -90.245005)",23,Clinton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S16224200131,12/11/2013,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82,Scott,1032200,IMPORTED VODKA - MISC
S26450500040,06/29/2015,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,"1604 BENT
BEDFORD 50833
(40.676171, -94.725578)",87,Taylor,1081010,AMERICAN AMARETTO
S24497500063,03/12/2015,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517607, -92.455802)",7,Black Hawk,1062310,SPICED RUM
S23569700019,01/20/2015,4891,Schottsy's Liquor,109 5th ST,SIBLEY,51249,"109 5th ST
SIBLEY 51249
(43.403935, -95.759951)",72,Osceola,1011500,STRAIGHT RYE WHISKIES
S13020800008,06/26/2013,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,"405 S MADISON
OTTUMWA 52501
(40.999098, -92.410459)",90,Wapello,1032080,IMPORTED VODKA
S10972500009,03/07/2013,4594,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,"901 SW 63rd ST
DES MOINES 50312
(41.569715, -93.703165)",77,Polk,1012100,CANADIAN WHISKIES
S27849800035,09/14/2015,4857,Westland Fast Break,1108 W AGENCY RD,WEST BURLINGTON,52655,"1108 W AGENCY RD
WEST BURLINGTON 52655
(40.811817, -91.169516)",29,Des Moines,1031200,VODKA FLAVORED
S21936900010,10/22/2014,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,"1203 5 ST
SIOUX CITY 51101
(42.495322, -96.394855)",97,Woodbury,1031080,VODKA 80 PROOF
S15893000028,11/22/2013,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",7,Black Hawk,1031080,VODKA 80 PROOF
S28612300046,10/22/2015,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES
S25534500012,05/12/2015,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,"1101 73RD STREET
WINDSOR HEIGHTS 50311
(41.599172, -93.718027)",77,Polk,1081330,PEACH SCHNAPPS
S12303800002,05/21/2013,3847,Logan Ave Convenience Store,735 LOGAN AVE,WATERLOO,50703,"735 LOGAN AVE
WATERLOO 50703
(42.510453, -92.337744)",7,Black Hawk,1041100,AMERICAN DRY GINS
S04067900001,02/14/2012,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,"2225 CENTRAL AVE
DUBUQUE 52001
(42.513839, -90.671531)",31,Dubuque,1062310,SPICED RUM
S26597900067,07/06/2015,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,"1606 W LOCUST ST
DAVENPORT 52804
(41.538254, -90.599037)",82,Scott,1031200,VODKA FLAVORED
S18977800006,05/15/2014,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",7,Black Hawk,1062050,BARBADOS RUM
S10918800007,03/05/2013,4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,"908 7TH AVE
CAMANCHE 52730
(41.78845, -90.257282)",23,Clinton,1031100,100 PROOF VODKA
S26834100056,07/20/2015,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)",29,Des Moines,1022100,TEQUILA
S18458300006,04/16/2014,4905,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,"319, COURT ST
ROCKWELL CITY 50579
(42.394636, -94.632453)",13,Calhoun,1031080,VODKA 80 PROOF
S19274200084,06/02/2014,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,"2606 AVENUE L
FORT MADISON 52627
(40.626988, -91.343544)",56,Lee,1081312,BUTTERSCOTCH SCHNAPPS
S16288500014,12/16/2013,3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,"1010 E MITCHELL AVE
WATERLOO 50702
(42.476639, -92.343118)",7,Black Hawk,1032080,IMPORTED VODKA
S21688800125,10/09/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1042100,IMPORTED DRY GINS
S29268400030,11/23/2015,3045,Britt Food Center,8 2ND ST NW,BRITT,50423,"8 2ND ST NW
BRITT 50423
(43.098696, -93.801917)",41,Hancock,1012100,CANADIAN WHISKIES
S15682100046,11/12/2013,2962,Dahl's / Johnston,5440 NW 86TH ST,JOHNSTON,50131,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)",77,Polk,1012100,CANADIAN WHISKIES
S25952700069,06/01/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1011100,BLENDED WHISKIES
S07282800084,08/23/2012,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1081300,PEPPERMINT SCHNAPPS
S12536100031,05/31/2013,4564,JEFF'S MARKET / DURANT,408 6th AVE,DURANT,52747,"408 6th AVE
DURANT 52747
(41.600607, -90.911744)",16,Cedar,1012100,CANADIAN WHISKIES
S22943600005,12/15/2014,4373,Kum & Go #74 / West Des Moines,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,"141 S JORDAN CREEK PKWY
WEST DES MOINES 50266
(41.567246, -93.809458)",77,Polk,1031080,VODKA 80 PROOF
S07527800127,09/04/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1031200,VODKA FLAVORED
S14650400015,09/18/2013,4676,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,"711 GORDON DR
SIOUX CITY 51101
(42.489817, -96.401114)",97,Woodbury,1052010,IMPORTED GRAPE BRANDIES
S10068100058,01/16/2013,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)",77,Polk,1032200,IMPORTED VODKA - MISC
S20226000015,07/23/2014,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,"2255 JOHN F KENNEDY RD
DUBUQUE 52002
(42.511454, -90.720519)",31,Dubuque,1062310,SPICED RUM
S05954400023,06/07/2012,4126,Sam's Mainstreet Market / Solon,123 E MAIN ST,SOLON,52333,"123 E MAIN ST
SOLON 52333
(41.8072, -91.494637)",52,Johnson,1022100,TEQUILA
S20413900092,07/31/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1042100,IMPORTED DRY GINS
S21802300127,10/15/2014,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82,Scott,1042100,IMPORTED DRY GINS
S18740000061,05/01/2014,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",7,Black Hawk,1062300,FLAVORED RUM
S11040100109,03/12/2013,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,"2606 AVENUE L
FORT MADISON 52627
(40.626988, -91.343544)",56,Lee,1062300,FLAVORED RUM
S27812700031,09/09/2015,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1032200,IMPORTED VODKA - MISC
S13955300010,08/19/2013,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57,Linn,1022100,TEQUILA
S19947000016,07/07/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S25318300075,04/28/2015,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30,Dickinson,1012100,CANADIAN WHISKIES
S13468400032,07/22/2013,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57,Linn,1031080,VODKA 80 PROOF
S03477100033,01/09/2012,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1011300,TENNESSEE WHISKIES
S26714700062,07/13/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1032080,IMPORTED VODKA
S28784500116,11/02/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1031080,VODKA 80 PROOF
S06988900150,08/07/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53,Jones,1022100,TEQUILA
S14739200020,09/24/2013,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,"306, N MAIN
ALLISON 50602
(42.75288, -92.795129)",12,Butler,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S14858700053,09/30/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S06589500068,07/16/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52,Johnson,1022100,TEQUILA
S23538400002,01/16/2015,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1011100,BLENDED WHISKIES
S13344600034,07/15/2013,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1031080,VODKA 80 PROOF
S18051900008,03/25/2014,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,"2135 SE DELAWARE AVE
ANKENY 50021
(41.709322, -93.581201)",77,Polk,1011300,TENNESSEE WHISKIES
S10762000011,02/25/2013,4019,Wal-Mart 1506 / Manchester,1220 WEST MAIN,MANCHESTER,52057,"1220 WEST MAIN
MANCHESTER 52057
(42.483834, -91.477212)",28,Delaware,1022100,TEQUILA
S08262100013,10/11/2012,3666,Target Store T-1771 / Cedar Rapids,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,"3400 EDGEWOOD RD SW
CEDAR RAPIDS 52404
(41.944272, -91.716111)",57,Linn,1012100,CANADIAN WHISKIES
S11121300031,03/18/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1081600,WHISKEY LIQUEUR
S21049400056,09/04/2014,4969,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17,Cerro Gordo,1011300,TENNESSEE WHISKIES
S29033400013,11/12/2015,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,"28 E HOWARD
COLFAX 50054
(41.677804, -93.245037)",50,Jasper,1022100,TEQUILA
S24016900001,02/12/2015,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,"910 HWY 18 W
CLEAR LAKE 50428
(43.105949, -93.613385)",17,Cerro Gordo,1031080,VODKA 80 PROOF
S19957300038,07/07/2014,4939,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,"6401 DOUGLAS AVE STE 1
URBANDALE 50322
(41.629411, -93.705732)",77,Polk,1052010,IMPORTED GRAPE BRANDIES
S05265700199,04/27/2012,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,"833, 42ND ST
DES MOINES 50312
(41.593431, -93.674384)",77,Polk,1051150,MISCELLANEOUS  BRANDIES
S23166300009,12/24/2014,4987,Almost Always Open,419 LINCOLN WAY,AMES,50010,"419 LINCOLN WAY
AMES 50010
(42.022916, -93.616517)",85,Story,1031080,VODKA 80 PROOF
S09467400066,12/13/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,"126A WELCH AVE
AMES 50014
(42.022405, -93.650139)",85,Story,1032200,IMPORTED VODKA - MISC
S06140000018,06/19/2012,2839,CVS Pharmacy #8659 / Davenport,1777 DIVISION ST,DAVENPORT,52804,"1777 DIVISION ST
DAVENPORT 52804
(41.537774, -90.601106)",82,Scott,1032080,IMPORTED VODKA
S07811000015,09/18/2012,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)",70,Muscatine,1012100,CANADIAN WHISKIES
S12344300033,05/21/2013,3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,"601 E MAIN
PANORA 50216
(41.691828, -94.356268)",39,Guthrie,1051100,APRICOT BRANDIES
S09922700017,01/08/2013,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,"102 2ND AVE SE
OELWEIN 50662
(42.677024, -91.910502)",33,Fayette,1031200,VODKA FLAVORED
S22293500054,11/10/2014,4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,"1923 5TH AVE S
FORT DODGE 50501
(42.501162, -94.171822)",94,Webster,1062300,FLAVORED RUM
S22385600010,11/18/2014,4924,Abby Lea's,"2757, CHARLES CITY RD",NASHUA,50658,"2757, CHARLES CITY RD
NASHUA 50658
(42.959546, -92.548261)",19,Chickasaw,1012100,CANADIAN WHISKIES
S08736600003,11/06/2012,3929,Liquor And Tobacco Outlet,515 1/2 BROADWAY ST,WATERLOO,50703,"515 1/2 BROADWAY ST
WATERLOO 50703
(42.510417, -92.345102)",7,Black Hawk,1022100,TEQUILA
S24435200011,03/10/2015,3744,Payless Foods / Dyersville,733 16TH AVE SE,DYERSVILLE,52040,"733 16TH AVE SE
DYERSVILLE 52040
(42.470204, -91.115768)",31,Dubuque,1031200,VODKA FLAVORED
S14244900059,08/29/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52,Johnson,1031080,VODKA 80 PROOF
S18167900007,03/31/2014,4382,Kum & Go #8 / 8th St / WDM,1293 8TH AVE,WEST DES MOINES,50265,"1293 8TH AVE
WEST DES MOINES 50265
(41.590891, -93.71326)",77,Polk,1062310,SPICED RUM
S26070700131,06/08/2015,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1081600,WHISKEY LIQUEUR
