Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name
S05120700023,04/18/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1032200,IMPORTED VODKA - MISC
S11497700010,04/08/2013,4233,Fareway Stores #815 / Cresco,112 S ELM ST,CRESCO,52136,"112 S ELM ST
CRESCO 52136
(43.371038, -92.116904)",45,Howard,1041100,AMERICAN DRY GINS
S16457000094,12/23/2013,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,"3500 DODGE ST
DUBUQUE 52001
",31,Dubuque,1022100,TEQUILA
S15513300124,11/04/2013,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1011300,TENNESSEE WHISKIES
S04010700013,02/09/2012,2838,CVS Pharmacy #8658 / Davenport,1655 W KIMBERLY RD,DAVENPORT,52806,"1655 W KIMBERLY RD
DAVENPORT 52806
(41.559969, -90.600088)",82,Scott,1062310,SPICED RUM
S22624300008,11/25/2014,4370,Kum & Go #240 / North Ave Norwalk,530 NORTH AVE,NORWALK,50211,"530 NORTH AVE
NORWALK 50211
(41.475381, -93.681862)",91,Warren,1012100,CANADIAN WHISKIES
S28203000049,09/30/2015,4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,"3804 HUBBELL
DES MOINES 50317
(41.630651, -93.541733)",77,Polk,1031080,VODKA 80 PROOF
S06089600012,06/18/2012,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,"202 4TH NORTH
ROCKWELL 50469
(42.987393, -93.188018)",17,Cerro Gordo,1012100,CANADIAN WHISKIES
S07203800013,08/20/2012,4720,Chariton BP,"107, EAST GRACE",CHARITON,50049,"107, EAST GRACE
CHARITON 50049
(41.005257, -93.293445)",59,Lucas,1012100,CANADIAN WHISKIES
S13056200014,06/27/2013,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1031080,VODKA 80 PROOF
S14255400037,10/11/2013,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",7,Black Hawk,1041100,AMERICAN DRY GINS
S15270300136,10/22/2013,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34,Floyd,1012210,SINGLE MALT SCOTCH
S19836400070,06/30/2014,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71,O'Brien,1081600,WHISKEY LIQUEUR
S08355000051,10/16/2012,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,"1300 WEST BURLINGTON AVE
FAIRFIELD 52556
(41.006456, -91.978702)",51,Jefferson,1081200,CREAM LIQUEURS
S25422100013,05/04/2015,4991,Fasttrak,24687 HWY 13 N,ELKADER,52043,"24687 HWY 13 N
ELKADER 52043
(42.864215, -91.387611)",22,Clayton,1012100,CANADIAN WHISKIES
S24729000003,03/25/2015,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,"105 W MONROE ST
PLEASANTVILLE 50225
",63,Marion,1031080,VODKA 80 PROOF
S11164300120,03/19/2013,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1081390,IMPORTED SCHNAPPS
S22091900017,10/29/2014,2609,Hy-Vee Drugstore #2 / Ames,500 MAIN ST,AMES,50010,"500 MAIN ST
AMES 50010
(42.024995, -93.618248)",85,Story,1042100,IMPORTED DRY GINS
S26446700040,06/26/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57,Linn,1012100,CANADIAN WHISKIES
S28313800043,10/06/2015,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57,Linn,1062310,SPICED RUM
S06447000116,07/06/2012,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57,Linn,1032200,IMPORTED VODKA - MISC
S12208700022,05/14/2013,4171,"Brothers Market, Inc. / Cascade",105 SE NIXON ST,CASCADE,52033,"105 SE NIXON ST
CASCADE 52033
(42.3036, -90.993859)",31,Dubuque,1051110,BLACKBERRY BRANDIES
S11312300024,03/27/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1081305,APPLE SCHNAPPS
S09547600239,12/18/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S03726700053,01/24/2012,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1012200,SCOTCH WHISKIES
S06136900067,06/19/2012,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1031080,VODKA 80 PROOF
S24773300008,03/30/2015,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)",54,Keokuk,1031080,VODKA 80 PROOF
S29323600006,11/30/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1062310,SPICED RUM
S22613100032,11/25/2014,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20,Clarke,1031200,VODKA FLAVORED
S10047500076,01/15/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1062310,SPICED RUM
S21166900005,09/11/2014,4911,Casey's General Store #1061 / Prince,"500, HWY 67 N",PRINCETON,52768,"500, HWY 67 N
PRINCETON 52768
(41.673827, -90.340916)",82,Scott,1081700,DISTILLED SPIRITS SPECIALTY
S12882300017,06/17/2013,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77,Polk,1011100,BLENDED WHISKIES
S20035900017,07/10/2014,2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963526, -91.716583)",57,Linn,1051010,AMERICAN GRAPE BRANDIES
S25327100009,04/28/2015,4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,"2933 1ST AVE SE
CEDAR RAPIDS 52402
(42.006539, -91.634855)",57,Linn,1031200,VODKA FLAVORED
S26163200005,06/11/2015,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,"2501 HUBBELL AVE
DES MOINES 50317
(41.607817, -93.570489)",77,Polk,1062300,FLAVORED RUM
S17229000037,02/05/2014,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77,Polk,1062310,SPICED RUM
S04378400016,03/05/2012,4328,Jr's On The Rocks,313 COLLEGE DR,DECORAH,52101,"313 COLLEGE DR
DECORAH 52101
(43.308556, -91.797663)",96,Winneshiek,1041100,AMERICAN DRY GINS
S11453500018,04/03/2013,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77,Polk,1081600,WHISKEY LIQUEUR
S19028200005,05/19/2014,4104,Fareway Stores #491 / Mason City,400 NORTH DELAWARE AVE,MASON CITY,50401,"400 NORTH DELAWARE AVE
MASON CITY 50401
(43.155972, -93.199495)",17,Cerro Gordo,1062310,SPICED RUM
S18878400017,05/12/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1031080,VODKA 80 PROOF
S18070300056,03/25/2014,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57,Linn,1022100,TEQUILA
S09468900054,12/13/2012,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57,Linn,1031200,VODKA FLAVORED
S22778800017,12/08/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,"324 WEST AGENCY RD
WEST BURLINGTON 52655
(40.813125, -91.158406)",29,Des Moines,1081200,CREAM LIQUEURS
S13480400070,07/22/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1051010,AMERICAN GRAPE BRANDIES
S11785400014,04/22/2013,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)",37,Greene,1081390,IMPORTED SCHNAPPS
S21279800022,09/17/2014,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,"915 SHORT ST
DECORAH 52101
(43.291013, -91.797893)",96,Winneshiek,1701100,DECANTERS & SPECIALTY PACKAGES
S04291200027,02/28/2012,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,"102 2ND AVE SE
OELWEIN 50662
(42.677024, -91.910502)",33,Fayette,1032200,IMPORTED VODKA - MISC
S24591100033,03/19/2015,5113,"Ray's Supermarket, Inc.",1975 FRANKLIN ST,WATERLOO,50703,"1975 FRANKLIN ST
WATERLOO 50703
(42.495394, -92.315218)",7,Black Hawk,1062310,SPICED RUM
S15897300012,11/22/2013,3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,"104 MARKET ST PO BOX 206
AUDUBON 50025
(41.723198, -94.936352)",5,Audubon,1081355,STRAWBERRY SCHNAPPS
S19538900017,06/16/2014,4970,Jeff's Market / West Liberty,"200, E 3RD ST",WEST LIBERTY,52776,"200, E 3RD ST
WEST LIBERTY 52776
(41.569916, -91.261587)",70,Muscatine,1012100,CANADIAN WHISKIES
S09044300099,11/17/2012,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1012100,CANADIAN WHISKIES
S17321600038,02/11/2014,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34,Floyd,1081300,PEPPERMINT SCHNAPPS
S15279900018,10/22/2013,4868,Kum & Go #59 / Waukee,400 PRAIRIE BLUFF DR,WAUKEE,50263,"400 PRAIRIE BLUFF DR
WAUKEE 50263
",25,Dallas,1062310,SPICED RUM
S27385800003,08/18/2015,4298,Terry's Food Center,305 CRISMAN ST,DYSART,52224,"305 CRISMAN ST
DYSART 52224
(42.171406, -92.30769)",86,Tama,1031080,VODKA 80 PROOF
S28366900037,10/08/2015,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,"1215 141 ST
PERRY 50220
(41.830538, -94.104717)",25,Dallas,1051010,AMERICAN GRAPE BRANDIES
S22528700015,11/21/2014,3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,"5101 SE 14TH ST
DES MOINES 50315
(41.537606, -93.596758)",77,Polk,1031100,100 PROOF VODKA
S25995500027,06/03/2015,3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,"621 HWY 71
SIOUX RAPIDS 50585
(42.888842, -95.152678)",11,Buena Vista,1051110,BLACKBERRY BRANDIES
S27369100002,08/17/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1012100,CANADIAN WHISKIES
S14808900085,09/26/2013,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1031080,VODKA 80 PROOF
S22644900006,12/01/2014,3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,"300 NORTH PARK DR
KEOKUK 52632
(40.418306, -91.407729)",56,Lee,1081600,WHISKEY LIQUEUR
S04126600004,02/16/2012,3624,Wal-Mart 0748 / Newton,300 IOWA SPEEDWAY DR,NEWTON,50208,"300 IOWA SPEEDWAY DR
NEWTON 50208
(41.697436, -93.014458)",50,Jasper,1032080,IMPORTED VODKA
S11308900044,03/27/2013,4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)",72,Osceola,1012100,CANADIAN WHISKIES
S24607000033,03/18/2015,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
",48,Iowa,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S16562500298,12/28/2013,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,"819 N GRAND AVE
SPENCER 51301
(43.145897, -95.14506)",21,Clay,1051110,BLACKBERRY BRANDIES
S06249000068,06/26/2012,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,"425 E LECLAIRE RD
ELDRIDGE 52748
(41.654695, -90.577312)",82,Scott,1081390,IMPORTED SCHNAPPS
S13404400002,07/17/2013,4694,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,"3815, WEST KIMBERLY RD
DAVENPORT 52806
(41.561756, -90.63145)",82,Scott,1031080,VODKA 80 PROOF
S18403100012,04/14/2014,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,"2323 W BROADWAY
COUNCIL BLUFFS 51501
(41.261925, -95.879662)",78,Pottawattamie,1031200,VODKA FLAVORED
S22685000007,12/04/2014,4724,Walgreens #05942 / Newton,1204 1ST AVE EAST,NEWTON,50208,"1204 1ST AVE EAST
NEWTON 50208
(41.699223, -93.038091)",50,Jasper,1012100,CANADIAN WHISKIES
S19239200148,05/29/2014,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1022100,TEQUILA
S14394100096,09/09/2013,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49,Jackson,1081600,WHISKEY LIQUEUR
S09696500015,12/26/2012,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)",77,Polk,1012100,CANADIAN WHISKIES
S04430600011,03/07/2012,2113,Jamboree Foods,1119 MARKET ST. BOX 71,GOWRIE,50543,"1119 MARKET ST. BOX 71
GOWRIE 50543
(42.28057, -94.289457)",94,Webster,1051110,BLACKBERRY BRANDIES
S23207400031,12/27/2014,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,"757 W BROADWAY
COUNCIL BLUFFS 51501
(41.261673, -95.855054)",78,Pottawattamie,1012100,CANADIAN WHISKIES
S22095600014,10/30/2014,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1012100,CANADIAN WHISKIES
S25261900091,04/23/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1081400,TRIPLE SEC
S26302700032,06/22/2015,4303,Mepo Foods,111 N WAPELLO,MEDIAPOLIS,52637,"111 N WAPELLO
MEDIAPOLIS 52637
(41.008749, -91.170033)",29,Des Moines,1011300,TENNESSEE WHISKIES
S24598500007,03/18/2015,4437,Kum & Go #215  Ames,4506 LINCOLN WAY,AMES,50010,"4506 LINCOLN WAY
AMES 50010
(42.022905, -93.678822)",85,Story,1081600,WHISKEY LIQUEUR
S06692500028,07/23/2012,3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,"621 HWY 71
SIOUX RAPIDS 50585
(42.888842, -95.152678)",11,Buena Vista,1041100,AMERICAN DRY GINS
S12102200012,05/08/2013,3403,Econ-o-mart / Columbus Junction,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,"113 EAST WALNUT ST.
COLUMBUS JUNCTION 52738
(41.280182, -91.358467)",58,Louisa,1051100,APRICOT BRANDIES
S21520800006,09/30/2014,4357,Kum & Go #125 / Story City,527 PARK AVE,STORY CITY,50248,"527 PARK AVE
STORY CITY 50248
(42.186722, -93.597789)",85,Story,1062310,SPICED RUM
S24465400018,03/12/2015,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77,Polk,1031100,100 PROOF VODKA
S22124700016,11/03/2014,4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,"268 8TH AVE
WELLMAN 52356
(41.465008, -91.837922)",90,Wapello,1011200,STRAIGHT BOURBON WHISKIES
S24261200008,02/26/2015,4974,Super Stop  SE 14th,"727, SE  14TH ST",DES MOINES,50317,"727, SE 14TH ST
DES MOINES 50317
(41.581689, -93.596783)",77,Polk,1081600,WHISKEY LIQUEUR
S08859700020,11/08/2012,3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,"904 1ST AVE NW
CEDAR RAPIDS 52405
(41.972773, -91.683668)",57,Linn,1052010,IMPORTED GRAPE BRANDIES
S19619400033,06/19/2014,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,"2801 COMMERCE DR
CORALVILLE 52241
(41.695806, -91.610774)",52,Johnson,1012100,CANADIAN WHISKIES
S18698700142,04/30/2014,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1081390,IMPORTED SCHNAPPS
S24979700004,04/09/2015,4368,Kum & Go #570 / Johnston,5800 NORTHGLEN DR,JOHNSTON,50131,"5800 NORTHGLEN DR
JOHNSTON 50131
(41.682763, -93.697667)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES
S14678500031,09/19/2013,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",7,Black Hawk,1081700,DISTILLED SPIRITS SPECIALTY
S19740800163,06/25/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1081600,WHISKEY LIQUEUR
S06299600115,06/27/2012,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1032080,IMPORTED VODKA
S14833300005,10/01/2013,3763,Main Street Liquors / Hawarden,911 CENTRAL AVE,HAWARDEN,51023,"911 CENTRAL AVE
HAWARDEN 51023
(42.9961, -96.485189)",84,Sioux,1062310,SPICED RUM
S10457200028,02/06/2013,3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,"200 1ST ST EAST
INDEPENDENCE 50644
(42.468721, -91.893029)",10,Buchanan,1031080,VODKA 80 PROOF
S14818800029,09/26/2013,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,"1620 4TH AVE, SOUTH
DENISON 51442
(42.012395, -95.348616)",24,Crawford,1031080,VODKA 80 PROOF
S16522500023,12/28/2013,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,"1604 BENT
BEDFORD 50833
(40.676171, -94.725578)",87,Taylor,1011200,STRAIGHT BOURBON WHISKIES
S04237300096,02/23/2012,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77,Polk,1062300,FLAVORED RUM
S19771100034,06/26/2014,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES
S27521100116,08/25/2015,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",9,Bremer,1031200,VODKA FLAVORED
S07910900033,09/24/2012,4291,Fareway Stores #597 / Creston,105 E ADAMS ST,CRESTON,50801,"105 E ADAMS ST
CRESTON 50801
(40.715722, -94.237509)",88,Union,1032200,IMPORTED VODKA - MISC
S15757900008,11/18/2013,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)",70,Muscatine,1031100,100 PROOF VODKA
S28789500014,11/03/2015,5124,Price Chopper  /  Johnston,5440 NW  86TH ST,JOHNSTON,50131,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)",77,Polk,1042100,IMPORTED DRY GINS
S17431600007,02/20/2014,4745,Walgreens #05042 / Cedar Rapids,3325 16TH AVE SW,CEDAR RAPIDS,52404,"3325 16TH AVE SW
CEDAR RAPIDS 52404
(41.963477, -91.715363)",57,Linn,1031080,VODKA 80 PROOF
S18567100013,04/23/2014,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14TH ST,DES MOINES,50313,"4801 NE 14TH ST
DES MOINES 50313
(41.64886, -93.600262)",77,Polk,1031200,VODKA FLAVORED
S15688400155,11/13/2013,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)",7,Black Hawk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S07957600006,09/26/2012,4016,Hometown Foods / Conrad,119 N MAIN ST PO BOX 296,CONRAD,50621,"119 N MAIN ST PO BOX 296
CONRAD 50621
(42.225148, -92.874589)",38,Grundy,1011200,STRAIGHT BOURBON WHISKIES
S24896600009,04/06/2015,4401,KUM & GO #503 / MARION,3215 7TH AVE,MARION,52302,"3215 7TH AVE
MARION 52302
(42.035074, -91.577221)",57,Linn,1062310,SPICED RUM
S18079600116,03/26/2014,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1031080,VODKA 80 PROOF
S07094700061,08/14/2012,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,"1504 PARK AVE
MUSCATINE 52761
(41.442458, -91.030569)",70,Muscatine,1051010,AMERICAN GRAPE BRANDIES
S15721900110,11/14/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1081700,DISTILLED SPIRITS SPECIALTY
S14217300029,08/28/2013,3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,"1115 ALBIA RD
OTTUMWA 52501
(41.009342, -92.437224)",90,Wapello,1012100,CANADIAN WHISKIES
S23701300025,01/27/2015,5036,Point Liquor & Tobacco,4107 CENTER POINT RD NE,CEDAR RAPIDS,52402,"4107 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.02088, -91.665196)",57,Linn,1011300,TENNESSEE WHISKIES
S19488900037,06/11/2014,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421341, -94.974011)",81,Sac,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S08388800014,10/17/2012,4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)",72,Osceola,1031080,VODKA 80 PROOF
S17226400005,02/05/2014,3660,Wal-Mart 2935 / Knoxville,814 W BELL AVE,KNOXVILLE,50138,"814 W BELL AVE
KNOXVILLE 50138
",63,Marion,1012100,CANADIAN WHISKIES
S20270100022,07/23/2014,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,"1111 8TH ST
BOONE 50036
(42.07402, -93.892932)",8,Boone,1011100,BLENDED WHISKIES
S14109000021,08/26/2013,4382,Kum & Go #8 / 8th St / WDM,1293 8TH AVE,WEST DES MOINES,50265,"1293 8TH AVE
WEST DES MOINES 50265
(41.590891, -93.71326)",77,Polk,1051010,AMERICAN GRAPE BRANDIES
S16720100010,01/08/2014,4914,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,"2728 CENTER ST
CEDAR FALLS 50613
(42.561054, -92.455972)",7,Black Hawk,1012100,CANADIAN WHISKIES
S27230800061,08/10/2015,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,"1700 VALLEY WEST DR
WEST DES MOINES 50265
",77,Polk,1031080,VODKA 80 PROOF
S27005000052,07/28/2015,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71,O'Brien,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S21596300014,10/06/2014,4148,Fareway Stores #479 / Independence,1400 3RD AVE SE,INDEPENDENCE,50644,"1400 3RD AVE SE
INDEPENDENCE 50644
(42.455635, -91.890287)",10,Buchanan,1101100,AMERICAN ALCOHOL
S05778000158,05/29/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53,Jones,1051120,CHERRY BRANDIES
